Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Congo, Dem. Rep.",COD,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,153.648,153.341,153.762,153.035,154.161,154.518,153.93,153.436,152.249,150.954,150.52,149.978,149.438,148.32,147.738,147.611,146.024,144.482,143.545,140.219,137.499,135.057,135.399,135.618,137.4,139.562,140.186,136.818,131.61,123.798,121.212,124.363,121.407,125.55,125.933,119.954,122.856,121.595,119.475,121.811,123.988,124.149,124.499,125.464,123.8,123.716,125.396,123.455,123.167,123.115,122.612,125.142,125.911,121.654,120.208,116.739,114.663,112.84,111.573,110.747,109.898,108.962,
"Congo, Rep.",COG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,140.208,140.036,140.778,141.217,141.678,143.453,144.54,146.285,147.683,148.132,148.795,150.586,151.12,150.252,151.503,152.005,152.596,152.651,149.249,146.376,144.012,144.97,145.366,146.693,144.205,137.201,130.909,127.193,125.812,124.797,123.676,122.82,123.261,123.356,123.839,123.061,122.506,121.285,122.068,121.853,120.388,121.335,118.806,119.771,119.632,120.423,121.367,123.169,126.109,129.511,128.024,123.814,121.054,118.327,116.347,115.052,111.685,109.817,108.379,106.697,104.81,103.633,
Colombia,COL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,131.551,130.591,127.322,124.534,123.866,117.011,110.984,107.351,103.189,99.497,95.262,92.38,90.872,90.481,90.244,90.475,89.311,89.906,90.561,91.943,89.664,89.201,88.659,86.523,85.999,87.493,88.416,89.97,91.254,93.759,94.916,96.557,96.149,95.368,93.656,92.325,93.528,92.106,92.16,94.957,94.675,93.506,91.952,89.734,87.94,85.791,84.132,82.937,81.029,79.433,77.996,77.638,77.554,75.843,72.843,69.796,68.128,66.226,63.885,61.82,59.708,59.034,
Comoros,COM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,139.955,140.857,141.47,141.646,142.142,141.168,138.308,138.797,140.674,141.957,142.677,138.75,134.742,131.424,131.157,130.945,130.373,128.545,127.213,125.904,125.526,123.514,120.845,118.051,115.556,111.892,109.581,106.709,105.342,102.626,99.741,99.165,97.324,95.657,93.605,96.847,97.986,96.39,95.247,93.86,92.025,92.248,91.3,90.827,90.886,91.244,88.929,87.138,85.106,82.936,80.351,77.736,75.323,72.019,69.532,66.546,64.26,61.519,61.58,60.615,59.166,58.173,
Cabo Verde,CPV,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,96.874,98.007,98.476,97.866,97.711,97.194,96.486,96.555,96.586,97.356,97.631,97.661,97.605,96.723,96.879,97.16,97.994,97.236,96.198,95.038,96.535,99.581,102.505,106.392,109.093,111.601,115.627,119.14,122.482,123.633,123.42,123.694,124.547,124.422,118.153,112.395,108.446,107.201,105.81,103.211,100.424,98.173,96.536,94.306,93.514,95.482,96.699,92.685,90.221,82.595,78.974,76.975,71.417,68.688,66.636,64.655,65.121,62.571,57.389,56.453,55.952,55.228,
Costa Rica,CRI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,122.781,122.004,119.672,116.904,113.866,110.27,107.601,104.799,102.501,102.45,102.201,101.109,99.349,99.057,99.112,98.914,100.166,100.187,101.131,101.709,99.665,97.981,96.645,98.278,98.928,98.865,98.485,97.223,96.274,95.673,93.687,91.915,91.175,90.734,89.608,87.957,86.713,86.829,84.553,84.734,82.104,76.014,71.194,69.445,68.081,66.38,66.242,67.813,69.868,67.674,65.123,64.909,65.567,62.31,58.971,55.253,53.031,53.783,51.147,44.882,38.024,37.148,
Caribbean small states,CSS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,141.1111014,139.3767859,135.0494415,132.244659,128.8065563,129.3055666,128.3474392,126.068665,124.0404909,121.6999894,121.5754917,120.3622421,120.1648498,119.5463431,116.9157207,113.3028277,110.7472383,109.4017688,108.970131,109.2780461,108.4764841,109.9866015,110.1223216,109.7971045,107.7090567,105.9250647,103.2521939,101.5231982,99.95755686,97.90994864,94.78859515,92.13513821,91.36448382,89.69756476,86.82233163,84.24293227,80.23745634,78.28285283,75.79821789,72.62848102,68.48672961,67.46862076,65.59685214,64.26368718,63.79624628,62.06162904,61.4890025,58.87633583,58.09618724,57.03510924,54.66680293,53.99383049,53.46022297,52.11935435,50.25163545,49.6634185,47.80233415,46.04617765,44.60778289,43.50317858,42.36383796,41.88893219,
Cuba,CUB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,160.39,164.518,169.084,173.456,172.484,170.736,168.794,168.074,168.494,165.765,163.557,161.945,157.307,151.561,142.39,130.395,115.236,97.948,87.988,81.127,77.84,76.957,86.166,87.632,84.552,81.349,79.26,79.383,80.319,80.134,77.793,68.314,66.73,62.344,61.139,59.506,53.524,54.788,50.969,50.492,47.865,46.732,47.209,45.658,44.258,42.542,40.429,44.143,51.481,55.673,55.976,57.664,52.634,51.297,49.249,50.275,49.205,51.207,53.938,52.618,51.493,48.82,
Curacao,CUW,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,84.673,83.35,81.759,81.322,80.489,79.096,78.377,75.524,74.087,71.753,69.659,66.603,64.28,61.368,58.894,56.547,55.102,53.95,52.884,52.269,51.056,49.97,50.057,50.276,50.55,51.32,52.479,53.22,54.225,54.017,54.293,54.381,54.25,59.515,61.847,60.485,59.556,56.851,51.021,46.221,44.192,43.617,42.241,43.662,42.36,43.853,43.251,41.883,42.25,39.445,37.411,36.437,41.026,39.573,35.714,31.645,24.765,20.774,22.165,23.148,22.897,23.142,
Cayman Islands,CYM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,131.65,129.445,126.348,122.863,116.751,105.355,110.567,108.518,108.151,101.658,122.178,103.477,131.54,109.663,89.823,97.438,83.369,74.39,75.14,73.577,80.909,80.383,71.822,80.261,78.582,61.577,59.837,59.327,62.055,67.203,72.968,70.185,69.521,66.438,62.917,51.915,60.119,56.608,50.761,54.437,53.707,52.077,45.227,42.224,44.503,45.95,41.453,38.426,35.493,29.878,27.899,24.053,21.621,17.996,17.117,13.044,12.632,10.876,11.153,11.666,15.831,11.74,
Cyprus,CYP,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,31.329,27.405,25.597,25.086,23.033,20.62,23.674,23.662,23.111,22.989,22.082,21.858,24.364,20.742,22.717,23.211,28.616,25.468,28.43,31.611,32.167,35.421,41.509,42.712,41.373,37.209,36.953,35.072,27.782,25.688,35.111,33.394,32.158,25.787,21.583,18.077,15.003,11.004,11.994,9.925,10.351,8.942,8.121,7.79,8.235,7.277,6.817,5.922,6.257,6.116,6.133,5.98,6.033,5.364,5.293,5.446,6.04,6.608,7.142,6.955,6.896,6.827,
Czechia,CZE,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,40.743,40.061,40.788,43.658,44.325,46.129,47.779,47.431,44.857,47.195,48.908,49.23,49.717,52.752,59.517,65.051,66.156,63.284,57.236,53.055,49.504,48.704,52.079,55.988,55.976,52.651,48.777,46.25,44.384,41.134,40.665,43.043,42.654,42.308,33.077,25.625,20.982,18.894,17.235,15.562,13.349,11.656,11.476,11.214,11.176,10.963,10.782,11.164,11.564,11.979,11.975,11.922,12.554,12.234,12.123,11.626,11.62,11.523,10.59,9.851,9.839,9.709,
Germany,DEU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,43.418,46.622,46.919,46.728,42.493,40.943,44.082,46.019,47.816,49.322,49.183,48.457,43.418,37.774,34.506,31.136,29.16,27.575,26.843,26.249,26.565,25.522,23.78,21.665,20.052,19.395,19.327,19.46,20.159,19.083,20.707,19.012,16.719,14.664,13.096,12.398,12.554,12.505,11.968,12.249,13.698,13.649,12.894,11.995,11.329,10.954,10.721,10.674,10.564,9.948,9.687,8.996,8.546,8.075,8.114,8.318,9.511,8.618,8.004,7.524,7.417,7.465,
Djibouti,DJI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,76.343,76.036,74.883,74.301,73.012,72.616,73.398,72.302,71.327,69.658,68.261,67.201,66.505,65.538,64.495,64.255,63.761,63.788,63.405,62.653,61.811,60.19,58.655,57.018,55.692,54.423,52.992,51.814,49.585,47.309,46.119,45.078,44.18,43.857,42.22,40.737,39.721,37.513,35.705,34.844,33.891,32.88,31,29.184,27.691,26.016,25.421,25.048,24.296,24.647,24.833,24.679,24.386,24.107,23.599,23.267,23.038,22.961,22.629,22.716,22.776,22.722,
Dominica,DMA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,143.67,114.561,113.918,114.999,108.89,109.269,130.401,117.782,114.631,127.14,119.377,113.303,106.531,99.877,95.106,89.561,85.809,82.631,80.314,79.859,79.782,80.485,85.919,90.019,84.308,83.231,87.142,83.529,91.776,93.108,91.477,88.766,90.066,84.307,74.741,62.072,59.427,61.651,59.445,64.542,59.459,62.726,56.67,54.04,53.232,51.08,51.981,50.561,48.688,46.926,45.981,45.573,44.585,43.492,42.372,41.114,39.635,39.105,39.348,39.325,39.022,38.49,
Denmark,DNK,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,38.655,39.669,41.065,41.989,49.532,52.259,54.863,51.094,45.352,39.208,33.173,29.466,28.286,26.635,26.014,26.978,23.33,21.619,19.631,17.3,15.753,13.402,11.927,10.988,10.979,10.688,10.349,9.839,9.036,9.213,9.331,9.384,10.203,9.785,9.886,9.461,8.783,9.152,8.665,8.432,8.169,7.601,6.481,5.899,5.594,5.521,5.714,5.592,5.835,5.444,5.022,4.643,4.499,4.247,3.834,3.561,3.511,2.893,2.495,2.123,1.893,1.908,
Dominican Republic,DOM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,154.785,154.883,152.732,149.542,146.872,144.374,142.864,139.633,130.454,125.945,127.105,126.23,125.498,126.089,123.353,117.95,116.23,115.948,115.249,114.908,113.895,108.539,105.551,103.159,102.809,102.086,103.871,107.393,108.635,113.942,116.527,115.197,115.268,118.224,117.187,113.864,113.015,111.364,110.02,111.036,112.23,112.017,110.884,109.873,105.859,103.28,101.253,102.863,105.496,104.701,109.433,109.026,106.089,100.151,97.477,95.116,91.817,87.909,83.874,78.455,68.278,65.629,
Algeria,DZA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,123.158,124.182,123.976,123.633,123.251,121.605,119.375,117.719,112.239,109.008,105.636,102.357,97.87,93.369,89.963,86.701,86.94,87.04,77.863,67.799,70.276,65.736,60.906,53.498,45.911,42.856,36.847,31.391,28.956,27.769,24.322,24.699,24.131,22.844,22.005,19.071,16.71,13.331,11.238,10.14,9.302,8.797,8.632,8.838,8.96,9.214,9.376,9.455,9.095,9.635,10.288,11.134,11.95,12.684,12.771,11.888,12.731,12.872,12.654,12.303,12.057,11.714,
East Asia & Pacific (excluding high income),EAP,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,64.49461612,59.47166622,74.8536587,86.47243784,76.07187127,68.6528107,61.81322964,53.58867214,57.44512894,55.20124517,53.72062344,51.07617955,46.51374213,43.92727245,42.67148588,40.58073243,40.31394025,38.16738585,34.30446338,31.02096767,30.09658544,31.60884678,36.74359792,37.35153306,38.33595927,37.86617444,37.47206277,37.78647039,36.42048183,36.82209535,38.88766837,36.989091,33.36092046,32.4620321,28.63802761,27.78667923,26.93921423,24.71303553,23.96651783,23.65582981,23.53106819,23.60366648,23.12420129,22.60633669,22.02318851,22.40959911,22.75920756,23.63354481,24.71566087,25.80159979,26.5504361,26.57401139,27.2152905,27.05660211,26.79325431,25.6877189,25.00033421,24.54107593,23.41882459,23.03892366,22.25557861,21.67772541,
Early-demographic dividend,EAR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,142.0288649,142.2447861,141.6364013,140.5786606,139.5911078,139.5374638,138.9386335,138.8359421,138.1675543,137.4068073,136.5866374,138.2174759,138.5109254,138.6551847,136.9704306,133.7131855,131.7803521,126.165688,125.298072,128.0904487,127.5995472,128.3653995,126.9068855,124.2058828,122.33054,119.5756942,117.4734835,109.8836153,110.4630386,109.2717913,105.0084963,106.2216463,105.0676922,102.131635,101.2303514,98.87849666,94.31994185,91.84879259,90.26585197,87.19464626,84.88024876,83.64651548,79.90934938,76.34629338,70.17338033,62.03541354,58.32257998,57.17303836,57.94579407,54.53346705,53.5178262,51.77706375,50.38327821,49.59361049,48.6765534,42.39828422,40.30511546,39.48701454,38.3775906,37.18252403,36.41876796,35.85880927,
East Asia & Pacific,EAS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,56.78082511,52.70774496,65.68267548,75.29234206,66.32015354,60.09838977,54.52804845,48.00271925,51.69262428,50.16555491,49.17218874,46.98519368,43.0491798,40.77324838,39.59804461,37.62165159,37.22335684,35.28492599,31.89067699,29.05121105,28.28176033,29.81943595,34.55370183,35.0342881,35.82449045,35.29298156,34.82257343,35.0071461,33.69144722,33.96663529,35.75462026,33.98591139,30.69423343,29.84995429,26.42288567,25.67677028,24.95422584,23.00307377,22.3874474,22.14957215,22.10987785,22.25069795,21.86481387,21.40615029,20.89969335,21.27668786,21.60237781,22.39186058,23.3595432,24.27854853,24.86760677,24.80211841,25.34440405,25.16960325,24.89018515,23.85494487,23.19965785,22.76533116,21.74602651,21.41743363,20.7360502,20.24889542,
Europe & Central Asia (excluding high income),ECA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,61.01201291,55.69383711,46.51910183,40.63160201,38.39419872,38.76907537,39.88673121,38.52804005,42.46640638,43.37875964,44.25344656,45.94111099,47.44229441,48.30633774,48.57150104,47.55239603,47.69295129,48.58420445,50.42265793,53.0539682,54.32027084,54.52809662,54.75186469,54.59426484,54.10508633,53.56175618,52.04990614,51.27330797,50.77119335,50.55990532,53.78788417,55.17784343,53.7433917,54.06632159,53.96060987,50.85862944,47.35703564,43.71931467,39.50549109,35.96805627,33.59355177,32.38831162,30.83670797,29.98625096,30.08028539,30.39361191,30.82133154,31.00782596,31.9211819,32.86340502,31.66447923,31.84352712,31.5154359,30.86160924,30.35677918,28.5906324,26.21714517,23.04816912,21.21316845,20.04223784,19.09905943,18.74150433,
Europe & Central Asia,ECS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,42.62390257,40.58891578,36.93151648,34.96173194,34.27190506,35.66652049,37.50347158,37.99049277,39.91185446,40.30187278,40.36526865,41.31963696,41.58487928,41.43812873,41.72722435,40.79342302,40.195544,39.78024513,39.93011864,40.33404036,40.42843014,39.47070934,38.80677705,37.85607807,37.18403385,36.63584466,36.01156041,35.73436108,35.43782368,34.87296113,36.63467573,37.33738255,36.34069313,36.09006223,35.45728186,33.40329239,31.56485705,29.74338461,27.74481232,26.13288085,25.08430578,24.36253808,23.40169108,22.87897046,22.81742569,22.88417693,23.02928954,23.0582247,23.57530717,23.71464187,22.61498763,22.1482094,21.63713542,20.77717193,20.2323609,19.03375734,17.77357215,15.95021519,14.86447387,14.2102454,13.68439426,13.55559624,
Ecuador,ECU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,117.192,113.988,116.504,115.742,115.746,112.988,108.023,106.347,103.292,109.841,96.476,92.687,94.171,93.541,93.813,95.219,95.238,95.796,97.326,99.809,98.641,97.094,94.301,93.198,92.458,90.614,91.317,90.51,89.328,89.719,88.897,87.847,84.272,85.188,87.052,88.927,90.547,89.727,91.693,91.5,88.773,88.083,88.435,88.523,87.349,86.874,87.164,89.208,90.694,92.019,91.858,91.278,90.001,84.146,80.124,79.692,75.1,72.683,71.383,67.77,63.944,63.163,
"Egypt, Arab Rep.",EGY,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,158.191,153.943,145.852,147.683,147.149,145.878,153.744,147.59,141.439,137.98,127.799,130.081,129.216,123.414,124.248,125.043,119.303,114.161,114.964,109.579,109.525,108.402,108.861,110.852,103.759,102.208,96.67,95.026,92.452,87.159,80.932,78.637,77.542,72.693,69.087,67.189,64.587,63.389,60.782,60.291,58.95,56.768,54.671,54.79,54.639,55.676,56.623,57.158,56.959,57.263,58.306,58.103,58.469,59.123,58.101,56.931,52.246,50.624,49.099,46.431,45.672,44.767,
Euro area,EMU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,27.95505703,28.22289941,27.87234,27.90340527,28.00547133,29.59582123,31.71094925,32.50789058,33.32334633,33.82066471,33.96389146,34.29976871,33.65424609,32.2955682,32.004349,30.7258153,29.78960993,28.48375812,27.30564616,26.19674588,25.53504017,23.92841426,22.66241846,21.14716622,19.92055949,18.52803596,17.47119529,16.70247168,16.43859857,15.67259046,15.81359856,15.37005904,14.45755301,13.40387177,12.18594852,11.42751478,11.20855306,10.94038615,10.93188812,11.36755504,12.02922052,12.07085729,11.701976,11.38833763,11.17358776,10.94303838,10.82953837,10.8382692,10.91080288,10.40834225,10.00094632,9.40969519,8.931696098,8.281252534,8.015504182,7.651767067,7.613000622,7.136490443,6.947318508,7.063528915,6.964994358,7.08283588,
Eritrea,ERI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,135.147,134.397,134.593,134.268,135.024,135.271,136.446,135.167,133.683,129.623,125.285,119.202,112.936,107.069,109.033,108.803,108.191,105.646,102.404,98.582,100.052,103.155,103.838,104.13,101.967,101.043,99.309,97.286,101.721,100.065,98.8,99.266,100.902,103.63,108.492,104.896,102.475,97.522,92.597,87.32,85.114,84.525,84.573,84.099,83.737,82.963,81.005,78.804,77.17,75.818,74.322,73.038,72.016,71.129,70.997,70.691,69.786,68.296,66.639,65.921,64.78,64.356,
Spain,ESP,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,9.047,9.064,11.377,10.308,11.005,11.038,11.511,11.964,12.941,12.897,13.409,14.848,15.647,16.672,20.118,22.147,24.202,25.579,26.17,25.994,24.885,22.264,20.833,19.938,19.232,18.364,16.74,15.686,14.847,12.953,11.679,10.726,9.877,9.081,8.255,7.701,7.561,7.822,8.046,8.717,9.285,9.934,10.219,10.843,11.121,11.565,12.191,13.021,13.372,11.98,10.888,9.757,9.079,8.381,8.073,7.628,7.255,6.932,6.184,5.941,5.979,6.281,
Estonia,EST,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,25.539,25.384,20.551,18.898,19.364,21.48,23.277,23.965,28.476,28.955,31.987,32.615,32.58,32.428,35.118,35.925,36.626,38.353,40.015,42.737,44.738,44.934,41.693,41.252,42.564,42.33,41.204,42.601,43.796,51.705,54.371,53.048,49.861,43.736,40.23,37.557,34.911,30.702,27.14,26.11,26.095,24.47,23.131,22.042,22.436,22.504,23.587,25.84,25.163,22.74,19.482,17.428,16.332,16.371,15.38,12.848,10.899,9.813,9.404,8.687,8.829,8.764,
Ethiopia,ETH,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,101.529,103.416,105.394,108.149,114.278,120.905,125.407,130.512,134.794,148.236,157.366,166.496,173.751,172.461,178.436,177.782,177.777,177.032,171.054,173,170.636,168.829,170.582,171.476,173.027,174.717,173.432,168.055,165.01,163.364,173.019,168.8,153.875,161.144,156.964,152.086,160.396,150.38,147.267,153.005,143.402,149.561,145.425,134.636,135.105,134.355,125.829,119.708,113.013,102.642,100.744,99.336,89.327,80.918,79.701,76.59,74.23,71.878,71.267,71.691,70.643,69.221,
European Union,EUU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,33.27825416,33.18910789,31.97716567,31.62153476,31.06113954,32.60286376,34.57241758,36.52804031,37.26112542,37.23635746,36.55476969,36.85119149,36.30646,35.70709625,36.54121904,36.1191481,35.31525308,34.00744834,32.65286757,31.16720679,30.47818517,28.89449007,27.84945939,26.36755949,25.41578016,24.50459256,24.28719133,23.98715229,23.26650373,21.84490685,21.79370278,21.46417767,20.58714253,19.6006189,18.17514873,16.64866369,15.88581381,15.28110487,14.95038035,14.97236688,15.186742,14.77440036,14.2569737,13.97838046,13.78662171,13.62822117,13.60686732,13.69114427,14.07905242,13.65156361,12.75352727,11.93408538,11.57959517,10.89027321,10.67086561,10.224527,10.16777846,9.680189023,9.365044609,9.287411641,9.17471713,9.228108453,
Fragile and conflict affected situations,FCS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,121.7041872,124.3286831,126.6747102,126.5096076,125.7121169,124.8103426,124.1270696,124.0061899,123.4211841,125.3255154,126.9014216,128.1911359,129.5627788,129.9304533,131.9407332,131.8117756,130.6683766,129.3219497,127.9883407,128.1688476,127.3125388,125.3736702,124.4165857,124.8929472,124.1342925,123.3164591,121.5120615,119.9170973,118.6520595,118.0047817,117.9363192,117.7646828,116.1675406,117.9859623,117.3844719,115.0053648,114.4918468,112.3544388,111.1362955,112.5302335,111.1686138,111.1600931,111.0622781,110.3272999,109.3013902,109.2824594,107.9325247,106.5223033,106.0471404,104.6502921,104.9080239,105.6173103,104.5426931,102.9212447,101.1563188,97.86081282,95.04479418,93.0722205,92.15924466,91.51985063,90.58853815,89.66333938,
Finland,FIN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,27.676,24.545,23.538,26.251,29.43,33.136,35.758,36.73,36.029,33.761,31.701,29.422,27.901,26.013,27.09,27.444,26.051,23.642,20.808,19.085,18.31,16.844,16.768,15.85,15.133,14.111,13.249,12.536,12.741,12.082,12.122,11.478,10.852,10.038,9.81,9.919,10.994,9.211,9.099,9.331,9.699,10.455,11.112,10.624,10.495,9.921,9.133,8.735,8.491,8.32,8.295,7.806,7.648,7.475,7.254,6.282,5.504,4.856,4.328,4.092,4.092,4.159,
Fiji,FJI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,103.216,81.978,121.296,100.594,78.231,76.808,76.345,80.812,66.989,65.207,65.941,66.641,60.538,59.436,58.175,60.032,64.647,68.912,72.159,70.785,70.205,68.79,61.489,62.313,65.893,65.39,64.74,77.448,72.609,71.613,67.831,62.234,58.734,56.339,53.963,52.744,50.011,46.169,43.366,45.118,43.367,42.438,40.954,42.979,44.085,42.541,42.327,41.574,40.989,41.156,40.87,40.618,41.139,41.737,36.262,30.936,28.788,28.059,27.474,27.206,27.103,26.843,
France,FRA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,29.401,29.735,28.445,29.047,30.63,35.522,36.708,35.731,35.92,36.327,36.824,38.18,39.266,38.525,36.485,33.589,30.604,29.224,26.342,24.165,23.728,22.15,20.906,18.855,17.51,15.636,14.494,13.22,12.618,12.427,12.71,12.922,12.311,11.157,10.02,9.467,9.328,9.257,9.981,10.893,11.913,12.174,11.451,11.034,11.054,10.938,10.966,10.851,10.953,10.784,10.668,10.331,10.038,9.397,9.074,8.273,7.582,7.288,8.166,9.662,9.407,9.529,
Faroe Islands,FRO,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,38.675,39.514,42.578,46.47,51.417,58.286,64.984,69.876,73.686,72.819,71.47,69.01,69.59,69.915,68.218,63.919,60.205,57.244,53.684,54.495,49.531,46.347,40.037,33.472,31.274,29.195,27.75,24.856,24.8,25.594,26.258,24.52,23.597,22.669,20.684,19.204,17.425,16.183,15.396,15.29,15.641,13.009,12.135,11.725,12.008,11.483,10.616,10.621,11.348,11.537,12.048,10.746,10.592,10.532,10.981,10.397,10.19,9.465,8.702,9.257,9.45,9.86,
"Micronesia, Fed. Sts.",FSM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,114.319,113.386,113.828,114.666,114.149,112.366,107.648,105.158,103.319,103.173,102.82,101.071,96.808,92.51,92.667,92.739,92.143,92.009,91.783,93.879,87.154,85.22,82.755,79.882,77.254,73.44,70.12,67.614,65.38,63.22,61.067,59.185,57.146,57.401,57.537,58.715,60.84,62.413,64.181,62.109,65.191,61.489,53.599,53.951,50.712,48.848,46.266,44.012,41.98,40.935,40.525,40.542,39.668,39.179,38.521,37.951,38.522,38.378,37.578,37.013,36.125,35.835,
Gabon,GAB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,164.723,166.556,168.548,171.321,173.307,175.535,176.272,177.204,179.414,181.335,182.647,184.231,185.047,186.627,186.995,187.906,187.875,189.263,191.002,187.32,185.479,183.887,181.505,178.808,177.217,174.659,172.265,172.651,172.782,168.937,168.644,165.554,162.222,159.377,149.636,145.126,144.826,142.873,140.965,137.004,133.846,129.342,126.291,123.662,121.387,119.067,117.008,115.46,113.271,111.603,111.716,111.741,109.049,107.518,105.57,103.618,101.366,99.037,97.637,94.797,92.632,91.176,
United Kingdom,GBR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,31.815,34.898,36.965,38.469,41.9,45.816,49.877,51.26,50.477,50.24,49.596,49.667,46.709,42.971,39.72,35.71,31.949,29.3,29.402,30.121,30.243,28.496,28.092,27.864,28.469,30.085,30.927,31.87,33.251,33.19,34.556,34.432,32.916,31.115,28.795,27.683,28.801,29.634,30.668,30.752,29.058,27.635,26.677,26.597,26.48,26.313,26.256,26.1,25.985,25.106,23.861,21.739,20.225,17.817,15.983,14.857,14.162,13.141,12.338,11.342,10.645,10.541,
Georgia,GEO,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,30.013,28.142,26.404,25.549,25.284,26.329,27.227,29.502,30.729,31.721,32.971,33.443,34.134,34.798,35.217,35.656,36.598,38.679,42.169,45.452,47.83,46.726,48.597,50.052,50.679,52.007,51.139,51.116,56.312,60.406,61.975,63.764,65.134,75.208,84.319,79.81,71.712,64.727,60.133,53.7,45.439,38.631,39.468,40.818,42.033,48.087,46.049,46.148,51.144,57.28,56.836,54.241,51.057,50.671,51.365,49.524,45.119,38.814,34.66,30.968,29.077,31.654,
Ghana,GHA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,161.636,159.942,158.48,154.155,149.777,147.511,138.066,134.051,133.697,134.048,133.875,132.539,135.878,135.993,131.903,128.457,125.241,126.04,125.145,121.913,122.693,121.057,120.951,119.134,116.95,117.222,114.829,112.533,108.34,106.083,107.522,106.435,103.394,97.043,93.965,92.57,86.74,86.591,84.643,81.969,83.564,81.553,79.362,77.212,77.572,77.287,74.267,74.628,71.688,69.092,68.709,68.766,68.453,68.992,69.031,69.999,68.045,65.897,67.225,66.576,65.152,64.176,
Gibraltar,GIB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,24.533,18.857,16.971,24.123,33.391,41.378,38.11,34.946,36.02,37.982,40.287,40.331,41.335,41.034,41.506,42.136,41.282,41.828,42.554,43.57,44.352,41.007,38.773,38.119,37.063,35.145,33.12,31.39,30.477,29.889,29.186,27.994,27.491,27.044,26.63,25.837,24.034,21.985,21.194,20.645,19.713,18.556,17.036,16.65,16.385,16.059,15.343,14.919,14.769,14.979,15.147,15.239,14.676,13.223,13.851,13.609,12.653,12.57,12.568,12.243,11.982,11.88,
